,index,Emotion,Statement
3826,2716,fear,"I had to call someone and make an appointment for a conversation.  _x000D_
I was very afraid to fail."
3831,3159,fear,Being chased in the dark by someone I did not know.
3834,3139,fear,Thinking about death when walking alone at night.
3835,2388,fear,"Before an examination: I had the fealing that I had not learned  _x000D_
enough."
3836,4913,joy,"When I passed the university entrance exam.  I had thus finished  _x000D_
with a difficult period of my life and I was about to begin one  _x000D_
which I had desired a lot."
3837,5086,joy,"My parents and brother came up over the weekend. We are a very  _x000D_
close family. This was my first year away from home. They brought  _x000D_
one jacko-lantern with a new design. That is the old joke that  _x000D_
we have a great new design - it's always the same."
3841,2367,fear,"Small car accident. Black ice on the road - cars in front of us  _x000D_
started zig-zagging and so did we. Car in front did a 180Ã‚Â¦ turn we  _x000D_
followed and ended up in a gully."
3863,4909,joy,"It was Saturday, my duties were over for a few hours and I could  _x000D_
at last be with the people I wanted to see."
3864,4335,joy,When I gave birth to a healthy boy.
3866,4634,joy,"When I passed the whole weekend with my boyfriend, coming back  _x000D_
home on Sunday afternoon he met my parents for the first time."
3867,2630,fear,"When I had to give a speech about some historical event, to an  _x000D_
audiece of about 200 people my own age whom I did not know."
3870,5166,joy,"When I got admission in M.Sc (I) Organic Chemistry, I was very  _x000D_
happy."
3872,2171,fear,"I felt fear of the purest kind after a car accident.  The  _x000D_
incident and images of horror kept coming back to my mind.  I  _x000D_
wondered what could have happened to my sister, my friend and me,  _x000D_
though nothing very serious actually happened."
3877,2663,fear,"Once sitting in the cinema, I became very anxious (watching a  _x000D_
""cold"" film). I do not know the reason."
3878,5015,joy,"When I received the first year results as the first year had  _x000D_
involved a lot of work and I was very pleased when I got the  _x000D_
results."
3879,2190,fear,"When I nearly drowned in icy water wearing ice skates.  It was  _x000D_
difficult to get out."
3886,2285,fear,"In the traffic with a car, I nearly got crushed between a bus and  _x000D_
a tram.  The attention of other drivers saved me at the last moment."
3893,2580,fear,"This was what I felt when my boyfriend went to Bourgas to study  _x000D_
there. I had the feeling I would lose him. Anyway the distance  _x000D_
Plovdiv-Bourgas seemed to me so great."
3894,5317,joy,"When I read the newspaper that morning I found my candidature  _x000D_
number on the admission list of the Chinese university.  I was  _x000D_
satisfied and happy and the cumulative anxiety disappeared.  I  _x000D_
only wanted to cry out that I had succeeded."
3898,5350,joy,"When high level results were declared, I found my candidature  _x000D_
number.  I was very happy as I had not expected it.  As I had been   _x000D_
injured before the examination and I had performed poorly."
3903,5292,joy,"Finding out I am chosen to collect norms for Chinese aphasia (I  _x000D_
will contribute to China's catching up with the West in  _x000D_
neuropsychology)."
3904,2732,fear,When I go out alone at night.
3907,2296,fear,"I was about to begin a journey in a car with an acquaintance of  _x000D_
mine."
3911,2322,fear,"I borrowed a car which was supposed to be used for a long journey  _x000D_
a few hours later, and one of the tyres burst in the middle of  _x000D_
the town and I did not know what to do."
3913,2876,fear,"I was walking home from a place on southside and I live on  _x000D_
Northside and I was followed. I headed my most direct route."
3916,4390,joy,"Receiving close friends form abroad, whom I hadn't seen for  _x000D_
years."
3925,5198,joy,"On December the 28th I was filled with Joy when I was told by my  _x000D_
bosses that I had been selected to attend a course at the  _x000D_
Lilongwe School for Health Scienced in Lilongwe."
3930,2581,fear,"Fear when fulfilling my obligations on my first night fatigue  _x000D_
duty as a soldier."
3934,4896,joy,When I talk to my friends.
3935,4626,joy,"The day that my boyfriend appeared at home with a pair of rings  _x000D_
for our wedding."
3941,2700,fear,"When a good friend of me told me one evening that she didn't want  _x000D_
to live anymore."
3944,4522,joy,When we got a young dog.
3951,2698,fear,"A terrible cloud-burst started when we were camping in a tent on  _x000D_
a great bald field."
3958,2733,fear,Every time I went home with my school report.
3961,4479,joy,"One day I did not feel very well and I wanted to talk to  _x000D_
somebody. A friend invited me for dinner and I was very glad."
3966,4526,joy,"My friend came to see me after she had stayed abroad. I waited at  _x000D_
the station."
3969,4422,joy,"I am not especially good at English, and after the high school  _x000D_
graduation exam in English I tensely waited for the result the  _x000D_
whole day.  In the evening, when I heard that I had done  _x000D_
excellently, I became very happy and the anxiety vanished.  My  _x000D_
family was at home."
3976,3025,fear,Staying in the room alone at night.
3979,4682,joy,"I am a sportwoman as well. I felt joy when after an year of  _x000D_
practice, at a contest, I covered the norms for ""a master of sports""."
3982,4781,joy,When I won the first prize in a cross country race.
3984,5074,joy,"Yesterday when I received a B on a history midterm. I felt  _x000D_
overjoyed after having received C's previously."
3990,5069,joy,Getting my accentance letter from CAL. 
3991,5216,joy,"I had an interview for entry into college. The results were to be  _x000D_
announced on radio. After a long period of waiting the results  _x000D_
were released. I had succeded - tension was relieved by joy."
3992,4397,joy,I won the country ski championship.
3993,5265,joy,Getting into this university to do medicine.
3996,4922,joy,"After going through much shame, I became a Christian and  _x000D_
something new happened in my heart.  Joy that overflows was  _x000D_
manifest in me."
3997,2340,fear,My car skidded on the wet street.
3998,4609,joy,"It was when a friend took me to a place and gave me as a gift my  _x000D_
astrologycal map with the explanations of a psychologist."
4004,3084,fear,When I was called for an Interview at Kamuzu College of Nursing.
4005,5335,joy,"Several good friends made me a surprise visit and this made me  _x000D_
happy.  They are my closest friends and we had not seen each  _x000D_
other for a long time."
4007,3017,fear,"When I did not get admission in M.Sc after my B.Sc, I felt really  _x000D_
bad.  When I started my journey to Bombay, after having accepted  _x000D_
my uncle's offer to come to Bombay, I was afraid, wondering if I   _x000D_
would succeed or not. "
4008,4979,joy,"I felt happy when my mother gave birth to a son who is the last  _x000D_
born in the family."
4013,4292,joy,"Unexpected visit by a close friend, whom I hadn't seen for half a  _x000D_
year."
4019,5215,joy,"I had stayed for months without seeing mother because our  _x000D_
holidays were short and my home is far. Some times, mother came to  _x000D_
see me at school, I was very joyful, and I didn't want her to go."
4022,2947,fear,"One day before Christmas, I went shopping with my brother and his  _x000D_
friend. We had a good time. But on the way home we were almost in  _x000D_
an accident because the weather was bad."
4023,2763,fear,It was more that fear - anguish -that I felt before my last exam.
4028,5155,joy,"When I passed my Primary school leaving certificate and selected  _x000D_
to go to a Boarding secondary school."
4030,5039,joy,Being chosen to do this experiment.
4031,2537,fear,"In the real sense of the word I experienced fear in my first  _x000D_
months in the army. During my first night of duty. The cause for  _x000D_
all this was a bear. I became panic sticken (may be for the first  _x000D_
time) and even forgot that I had a gun."
4033,2943,fear,"A time when I was very afraid of something was when I broke my  _x000D_
father's antique lamp."
4036,2186,fear,When I saw a large spider crawling up the wall.
4037,4286,joy,"The day I was told that I had been accepted as a student of  _x000D_
economics."
4057,2880,fear,"When I dreamt that my family was in trouble and was facing many  _x000D_
difficulties."
4058,5258,joy,China winning the Asian Olympic.
4062,2271,fear,Being close to drowning.
4064,4743,joy,"When I won a position on the track-team for the trans-tasman  _x000D_
games when I was eleven."
4065,2452,fear,A grenade blew out next to me.
4066,2582,fear,"Fear from the unknown. I felt fear when I sat for the entrance  _x000D_
examinations."
4069,3129,fear,Staying alone in a dark place.
4070,4948,joy,"I experienced joy when I got the results - I had made it to the  _x000D_
second year."
4071,4709,joy,"After a difficult exam. When I had not hoped to take it and had  _x000D_
got a high mark. When you present someone with something and he  _x000D_
feels glad."
4074,2596,fear,"A truck (big one) nearly mowed me off the road (I was driving a  _x000D_
small Lazer)."
4078,2989,fear,"I had a very horrible dream one night, I dreamt that I had fallen  _x000D_
off a very crowded train."
4081,3151,fear,Saw a classmate knocked down by a motorcycle.
4089,5132,joy,"This happened when it was finally confirmed that I had stood  _x000D_
first in the university for the M.A exams.  A few days before the  _x000D_
official results were declared a clerk had brought the results  _x000D_
unofficially.  So I had been expecting the results but the  _x000D_
confirmation allowed me to legitimately feel happy at my  _x000D_
success.  _x000D_
"
4091,5241,joy,Article published in the college newspaper.
4094,3109,fear,Fighting with class mates in Highschool.
4097,3201,fear,"I was on a trip to Phillipines during Summer and I was staying in  _x000D_
a hotel.  The room I was staying in was very silent and had very  _x000D_
dim lights.  The last night I felt frightened and lay awake - I  _x000D_
could hear some sounds around me and dared not open my eyes - I  _x000D_
waited for dawn."
4109,4746,joy,"When I was finally able to return to a job that I enjoyed doing  _x000D_
after several months absence (I was not needed during this time)."
4115,4970,joy,When I was selected for the university.
4121,4865,joy,When my little sister was born.
4128,2649,fear,"I was afraid when my first boyfriend threatened to make an end to  _x000D_
our relationship because he didn't love me enough while I loved  _x000D_
him very much."
4131,2812,fear,"This was at secondary school, a prefect framed up some case and  _x000D_
took it to the deputy head-master.  I was called by the  _x000D_
head-master and he threatened to suspend me."
4133,2705,fear,"When a car ran into me. The moment that I felt on the street I  _x000D_
thought ""This is my end, I am going to die""."
4134,2835,fear,"The day I encountered a queer mamba face to face in a chunk of  _x000D_
leaves behind our house."
4135,4571,joy,"When finally I found a place to live, I felt relieved, predicting  _x000D_
changes in my life, and I became happy."
4139,3086,fear,"When I stepped on a snake at home, it was dark but there was  _x000D_
moonlight."
4145,2628,fear,"Confronted outside a party by some very nasty character -  _x000D_
gesturing to a car full of mean-acting friends - felt in danger."
4152,5326,joy,When I learnt that I had been admitted to the university.
4153,5127,joy,"The day I got a letter from the U.G.C informing me that I had  _x000D_
been awarded the junior research fellowship."
4159,3193,fear,"I was camping in an old broken hut which had no lights.  I had  _x000D_
brought along a lamp which was not working very well.  The door  _x000D_
made strange sounds and I was sure that strange things were  _x000D_
happening.  The most terrifying bit was that there were many  _x000D_
wardrobes in the hut and everytime that I looked in the glass of  _x000D_
the wardrobe I felt that there were ""objects"" behind me.   The  _x000D_
whole night was spent in fear and restlessness."
4160,2586,fear,"I felt fear when I fell down and broke my leg into pieces and I  _x000D_
could not feel it at all."
4163,4878,joy,"I met a girlfriend again after not seeing her for several months.  _x000D_
 I saw her in a discotheque.  We do not like discotheques but we  _x000D_
went there because we knew we would meet there."
4164,4847,joy,"A close relative of mine underwent a difficult operation, and everything  _x000D_
turned out fine."
4165,5174,joy,When I was accepted to study at this school I was very happy.
4175,4923,joy,When I first passed a job interview.
4178,4780,joy,The day I finished my military service.
4182,2273,fear,"Once I was stopped by the police in Spain, when I had some  _x000D_
""grass"" in my tobacco."
4184,4959,joy,When I saw my family after a separation of one year.
4185,3189,fear,Once while crossing a road I was overcome with fear.
4188,2560,fear,"A fear from the loss of a close friend as a result of his  _x000D_
behavior."
4189,4768,joy,"I received an assignment back, and got an A+ grading."
4190,3101,fear,"I went to the prayer meeting at night and unfortunately the car  _x000D_
broke down, so my other sister said I had to walk alone from  _x000D_
Ndirande to Chirimba at around midnight. So we reached home at  _x000D_
1 am. I was afraid of robbers and dardness."
4193,2923,fear,"Housesitting and hearing the alarm go off. I knew someone had to  _x000D_
be breaking in. I called the police and was panicking while on  _x000D_
the phone. It was awful. It turns out that I stepped on the  _x000D_
hidden alarm without prior knowledge of its existance."
4199,3072,fear,"We went fishing some 5 or 8 kilometers off the shore of Lake  _x000D_
Malawi. Before we could settle down the lake became very rough to  _x000D_
the point of threatening our lives."
4214,4841,joy,"My boyfriend suffered form ill health for some months, this week  _x000D_
the physician told him that he was restored to health."
4220,2954,fear,"Occured while preparing for a midterm in Social Welfare that I  _x000D_
thought was going to be very hard and felt unprepared for."
4223,3118,fear,Getting lost in a strange place.
4226,2676,fear,"As a child I suffered of nightmares. Even since than, I have  _x000D_
never been so anxious and fearful."
4229,2882,fear,"Once I was caught by thugs aged between 20-35, they asked me to  _x000D_
surrender all the property I had and I remember feeling very scared."
4230,2202,fear,"A rainy day, I was cycling downhill and a car door suddenly  _x000D_
opened and while trying to avoid it the back wheels of my bike  _x000D_
got caught in the tram tracks.  I somersaulted but had no  _x000D_
injuries."
4239,5092,joy,When I got accepted to CAL.
4242,4391,joy,Selling my used car.
4245,3154,fear,First time in anatomy.
4247,5202,joy,"When I was selected to start Form I at Chilumba Secondary School  _x000D_
out of the 100 pupils I was among the 4 who were successful.  _x000D_
Family History showed that I had done better than all my brothers  _x000D_
who had passed after repeating for several times."
4248,4376,joy,"Receiving a much wanted letter from a very good friend who lives  _x000D_
abroad."
4250,2485,fear,"I felt afraid of losing somebody I love to another person because  _x000D_
I was an incomprehensive person and lots of time I fight with  _x000D_
this person."
4252,2509,fear,"I was with a friend in a stationed car when, suddenly a man  _x000D_
appeared on my side and an other with a gun on his side the  _x000D_
hold-up lasted a few minutes but it was terrible. I had never  _x000D_
seen a gun so close."
4255,5219,joy,When I had passed MCE examinations.
4265,2430,fear,"When I was on holiday, walking back to where I was staying, at  _x000D_
night, and two men started closely following me. There was nobody  _x000D_
around that I could run to."
4268,2256,fear,"A letter from my boyfriend began in such a way that I thought he  _x000D_
was going to end our relationship. I was afraid of reading the  _x000D_
rest."
4269,4802,joy,"A meeting and a conversation with a woman (somewhat elder than  _x000D_
me) who considers me as her child (she also has one child of her  _x000D_
own). Last two years I lived with her (no relationship)."
4273,2149,fear,"When my 2 year old son climbed up and sat on the 7th floor  _x000D_
balcony with his legs hanging out.  He was holding on tightly to  _x000D_
the upper railing of the balcony but he could have easily lost  _x000D_
his balance when he sat down."
4275,4338,joy,The high school entrance exam.
4276,3195,fear,"Whenever I am alone in a dark room, walk alone on the street,  _x000D_
sleep alone in the room at night or see something which is only  _x000D_
partly visible.  This emotion was very strong when as an 8 year    _x000D_
old child I saw something horrible.  "
4277,5248,joy,My parents came to visit me.
4279,4770,joy,The birth of my first child.
4284,2755,fear,"One night, while I was sleeping, I woke up suddenly with the  _x000D_
sensation that there was someone in my room."
4285,4553,joy,"After being away on a holiday for 2 months, a friend, who lived  _x000D_
interstate, had remembered when I'd get back and phoned to  _x000D_
welcome me home on the night of my arrival."
4292,2297,fear,"My grandmother was about to die, and it had the effect that at  _x000D_
night, after having read a book, and once in bed, in perfect  _x000D_
darkness, the fear arose that I too may suddenly die."
4293,4500,joy,"On my birthday, an old friend of mine sent me a card. I had not  _x000D_
met him for a year and I was very glad that he had thought of me."
4294,2557,fear,"I was alone in my room at the boarding house when at 12 o'clock  _x000D_
someone knocked violently on the door."
4295,4697,joy,When I met with friends that I hadn't seen for a long time.
4296,2937,fear,First day back on the job.
4298,2287,fear,"While watching TV (a war movie), I felt a strong fear of death,  _x000D_
threat and fear of loosing people close to me."
4301,4587,joy,"Receiving notification that I had made a successful application  _x000D_
to the Speech Therapy course at Uni, gave me a very good feelig  _x000D_
of achievment and joy."
4303,2231,fear,"Last Summer in Italy I was attacked by a dog.It was terrible to  _x000D_
feel that untidy dirty dog against my naked skin."
4304,5012,joy,"When my elder sister had a baby girl.  She was the first girl in  _x000D_
the family after 19 years of baby boys."
4305,3051,fear,"I was given a wristwatch by my first girl and after two days  _x000D_
another girl of mine also gave me a wristwatch."
4306,2250,fear,"After seeing a terror movie at the cinema, I was so scared that I  _x000D_
couldn't even drive the car into the garage. I often thought  _x000D_
about the film afterwards, hoping such things couldn't exist in  _x000D_
the ""real world""."
4311,2519,fear,"Late one night I was pursued by gipsies who had no good  _x000D_
intentions."
4313,4782,joy,"When I passed the last exam, which I had doudts about."
4314,5104,joy,When I passed the B.A exams with first class results.
4316,5064,joy,Finding out my grades at the end of my freshman year.
4317,5318,joy,"When I learnt that I could do further studies at the Chinese  _x000D_
university."
4318,5329,joy,I received a letter from a friend whom I was missing
4321,4749,joy,When my first niece was born.
4322,3061,fear,When I was travelling at night.
4326,2836,fear,"I was caught doing something I was not supposed to do.  I did  _x000D_
something with the person who caught me (bribe) and even though  _x000D_
he promised not to report me, I am still frightened."
4330,5150,joy,"The way this particular girl spoke, behaved, and reacted the  _x000D_
first time I was introduced to her, I felt certain that something  _x000D_
between us would materialize."
4335,2918,fear,Someone frightened me in the dark.
4336,2751,fear,"I was walking in the countryside alone when I came across two  _x000D_
dogs who began barking at me.  I did not know whether they were  _x000D_
tied up or loose, but I was afraid of them approaching me."
4356,4856,joy,"After several days delay in my girlfriend's menstration I was  _x000D_
very glad to see that the pregnancy test was negative."
4357,4504,joy,"On my birthday I got a present that I had desired for a long  _x000D_
time."
4362,2622,fear,"Being driven by friend who suddenly swerved and skidded a little.  _x000D_
It was night and on a long trip. We ended up on side of road."
4363,4484,joy,A party with friends on New Year's Eve.
4364,2511,fear,"Practicing wind-surf my body was caught under the sail. On trying  _x000D_
to get out my leg was caught in the lashing. I was afraid of  _x000D_
dying by asphixia."
4365,2670,fear,"In college, I started a discussion with the teacher referring to  _x000D_
a question I posed. I felt very unsure and I was afraid to fail."
4366,3192,fear,"My friend and I had offended our classmate unintenionally.  We  _x000D_
wanted to apologize to her so we decided to visit her.  We knew that she  _x000D_
was stubborn so we were frightened.  When we rang her door bell,  _x000D_
our fear was at it's climax"
4367,4704,joy,"When I was admitted to the Institute. I had problems with many  _x000D_
people about my applying for this institute and I decided to  _x000D_
prove that one can pass excellently without visiting any  _x000D_
preparatory couse. That is - I proved what I could do on my own."
4371,2334,fear,"I was less than 10 years old when our neighbour's dog chased me  _x000D_
to the roof of a small shed and there seemed to be no hope of  _x000D_
getting away from there."
4373,5058,joy,When I won my car. 
4377,4379,joy,"When the person that I was very fond of, returned to me."
4382,2242,fear,"Having quarreled with a boyfriend, he threatened to leave me."
4383,2347,fear,"I was afraid of a certain examination although I was relatively  _x000D_
well prepared."
4391,4284,joy,"When the whole family gets together for a one week holiday.   _x000D_
Everybody feels free and the trip is well planned.  It works out  _x000D_
well and we enjoy ourselves."
4392,2957,fear,"Being involved in a car accident and having my thumb caught in  _x000D_
the glove compartment. My sister and I had a Fear of finally  _x000D_
telling my parents, since my sister was the driver."
4394,2185,fear,"When I was cycling through the park late one night, two people  _x000D_
jumped out of the woods and tried to stop me.  There were  _x000D_
shouting something at the same time."
4395,5277,joy,Talking to a close friend.
4397,5030,joy,When I qualified for form I.
4409,5313,joy,When I had a good result in the certificate examination.
4417,2460,fear,Not included on questionnaire.
4428,2748,fear,"When I am alone at night after having read horror stories, and  _x000D_
then I heard unexplainable noises."
4429,2908,fear,"When I was first taken to the dissection room where I found 10 dead  _x000D_
human bodies."
4436,5322,joy,"My friend had organized a birthday party for me secretly, I was  _x000D_
very happy not so much for the presents but because they seemed  _x000D_
to care for me."
4441,4752,joy,Thought had discovered true love.
4450,4991,joy,When I accepted Jesus Christ as my personal saviour.  
4456,3056,fear,"As I was in a ward one man died and I was instructed to watch the  _x000D_
last offices. But this was my first time to see a dead person -  _x000D_
fear came."
4460,2373,fear,"When I was a child, I had a terrible nightmare with St. Nicholas'  _x000D_
Devil Servant. I asked my mother if he really existed and she  _x000D_
said yes. The following nights I could not sleep and a  _x000D_
light had to be left turned on."
4464,4323,joy,"When we were able to afford a new sofa - a leather one which cost  _x000D_
SEK 20000.  I had waited for it for 2-3 years."
4465,2352,fear,"When I was a child, I heard the floor cracking and I thought  _x000D_
there was a burglar in our house; I hid under the blanket and  _x000D_
trembled."
4467,4998,joy,"I felt happy when I learnt that I had qualified for the grade  _x000D_
eight."
4469,4957,joy,When my father bought me a suit.
4470,2917,fear,Saw a snake unexpectedly.
4471,4690,joy,When I was admitted to the University.
4475,2728,fear,"While I was waiting for them to give me the marks of the most  _x000D_
difficult subject this year."
4476,3188,fear,An inter-college basket-ball match.
4478,2565,fear,"I bet that I would jump down from a window. I was sure that I  _x000D_
would jump but before I did it I rather felt fear."
4481,4559,joy,"I got a good reaction from my tutor and tutorial group for a  _x000D_
presentation I'd given that I was very worried about."
4482,2800,fear,"When I was walking at night, I saw fire suspended in the air and  _x000D_
it was split into several segments by something I could not see.   _x000D_
I suspected that it was witch-craft."
4484,5056,joy,Finished a difficult midterm.
4486,2758,fear,"I stayed alone in the dark at night in the mountain, waiting for  _x000D_
my uncle.  I remember that I took a big stone and it calmed me."
4488,4787,joy,"When the parents of my girlfriend gave permission to spend our  _x000D_
holiday together."
4489,3138,fear,Left alone in the biology building surrounded by empty buildings.
4490,5145,joy,When I got my B.A degree with first class.
4491,5221,joy,"The time I learnt that I had passed my Malawi School leaving  _x000D_
Certificate Examinations."
4493,4395,joy,When the contract about my shop was signed.
4495,5126,joy,"At the pre-university, I was appreciated as an examplary  _x000D_
student by our pricipal.  This is something which made me feel  _x000D_
very happy."
4496,2647,fear,"At the age of 12 years I always had to take care of my little  _x000D_
brother and sister I never could sleep then. I always imagined  _x000D_
creepy men sneaking into our house."
4497,5214,joy,When I received a beautiful birthday gift form my parents.
4500,4889,joy,"When I knew that there were, at last, no problems in making a  _x000D_
journey that I had been wanting to make for a long time."
4503,2551,fear,"I felt this feeling when one day my landlord's cat had crept  _x000D_
under my bed and I couldn't cope with it during an hour and a  _x000D_
half."
4506,2283,fear,"I returned home late from a party last night and I felt afraid  _x000D_
trying to anticipate the reaction of my father."
4509,5244,joy,Got a present from my friend for my birthday.
4511,4911,joy,"Last Summer I achieved someting that I had been wanting for a  _x000D_
long time."
4512,4632,joy,"One of the greatest joiy was when I succeded in acquiring a  _x000D_
motorcycle through my own efforts."
4516,4813,joy,"My sister and brother in law returned from Sri Lanka where they  _x000D_
adopted a child. I went to pick them up at the airport."
4520,5070,joy,"Today I did a lot better on my architecture project than I  _x000D_
expected."
4523,2390,fear,"After a footballmatch I went home by car, a friend drove. I did  _x000D_
not realize that he was drunk until we were in the car. He was  _x000D_
madly racing. Several times we were in dangerous situations and I  _x000D_
told him to be cautious, but he did not care."
4526,4548,joy,A close married friend has just had his first child.
4527,2556,fear,"In a dam lake, when the water was let flow to water the plants  _x000D_
and I and two other boys were near the water pit. We rescued  _x000D_
ourselves only thanks to the flippers and the tyre that was with  _x000D_
us."
4528,2861,fear,"The time I drove my uncle's car, without having asked for his  _x000D_
permission.  It was the first time that I was driving a car."
4544,2696,fear,"When a good friend of mine behaved in a very cool manner to me  _x000D_
for a very long time."
4550,5187,joy,"My sister gave birth to twins, healthy ones."
4551,4490,joy,"When Wayne and Sue (close friends) were announced our guardians  _x000D_
at ther wedding."
4552,2459,fear,"Attempted rape by 5 guys - held my arms behind my back and  _x000D_
molested me, constantly threatening to beat me. Penetration did  _x000D_
not occur as the driver of the car stopped that."
4556,4560,joy,"When I received the results from my final examination - Higher  _x000D_
School Certificate - and received a mark that was beyond my  _x000D_
wildest expectations."
4563,2901,fear,"When I was first exposed to the dead bodies, for dissecting         _x000D_
purposes at the school of medicine."
4565,2336,fear,"My mother had not come home at midnight.  She had forgotten to  _x000D_
tell me about it.  I was very young and all alone at home."
4568,5286,joy,Relatives visiting me.
4569,2523,fear,When I nearly caused a traffic accident with my car.
4572,4494,joy,"When I succeed in writing something I felt and doing it I felt  _x000D_
well and very happy for being able to express to myself something  _x000D_
that was suffocating me."
4573,5308,joy,Getting a letter from a friend who did not write for a long time.
4574,2881,fear,"Once I woke up in the middle of the night and felt frightened as  _x000D_
everyone else was sleeping and I could not even go to their  _x000D_
room."
4575,2395,fear,Before my final examination.
4578,2615,fear,"I was watching a movie alone - it was a horror movie. The music  _x000D_
was a deep pulsing type - not really music. And a light flashed  _x000D_
on and off. It was in the complete darkness of a movie theatre  _x000D_
that was almost empty."
4579,4806,joy,"""Boy, you have been admitted to the medicine school and your  _x000D_
uncle is coming back fron Canada next week,"" my father told me  _x000D_
and it was a happy moment."
4580,5320,joy,"I had a very close friend who went to Canada after her F.B, his   _x000D_
departure was unavoidable.  When he came back during the Summer  _x000D_
holidays I was very happy as nothing had changed between us."
4581,4903,joy,"When I saw a friend of mine, whom I had not seen for a long time  _x000D_
and I had lost his address and telephone number."
4582,4303,joy,When my one year old son gives me a spontaneous kiss.
4584,2478,fear,"After some time of work I was transferred to another place and in  _x000D_
an other quite harder job."
4585,5298,joy,Going to see a good film with my best friend.
4591,4771,joy,"I was biking with my boyfriend, the sun shining after a long  _x000D_
period of bad beather, afterwards we spent the evening and night  _x000D_
together."
4592,2874,fear,"This last August when my parents dropped me off and moved me into  _x000D_
college I didn't know anybody here; I was 17 and Berkeley really  _x000D_
scared me."
4593,4698,joy,"Six months ago when I got acquaintanced with a person whom I  _x000D_
trusted infinitely and from whom I expected help and friendly  _x000D_
feelings. With him I found much in common - in our views and in  _x000D_
our fate."
4610,2611,fear,"Waiting for a taxi - when within 1/2 an hour two separate people  _x000D_
challenged me to fight for no apparent reason except they were  _x000D_
drunk."
4613,2495,fear,"One day, when I realized that I was alone, I felt fear of  _x000D_
loneliness."
4617,2277,fear,"I had been drinking with a pal and I later (1 o' clock) had a date   _x000D_
with my fiancee.  We were going to a Spanish lesson and I was  _x000D_
afraid that she would smell that I had been drinking."
4618,3105,fear,"Sometime back I used to stay with my mum alone then time came  _x000D_
when dad joined the family from his working place I found myself  _x000D_
having fear for him for no cause at all."
4621,4661,joy,"I'm glad when I have good relations with my colleagues and most  _x000D_
of all when we are at a party."
4622,4428,joy,"When I was pressing figures on the curtain cloth. I had bought  _x000D_
the cloth after months of hindrances."
4624,3197,fear,I am scared when I stroll alone on the Chung Chi college campus. 
4626,2652,fear,"When I went out with my dog in a forest late at night when we  _x000D_
were on a camping."
4629,2381,fear,"A teacher wanted to instill a certain opinion and a certain  _x000D_
behaviour into myself, what I refused. I was afraid when I saw  _x000D_
him."
4634,4445,joy,I found myself a place after looking for one for a long time.
4638,2272,fear,I was scared in the dark when I was a little boy.
4642,5075,joy,"When I drove partially across the country with my father. We  _x000D_
stopped in a few towns and stayed overnight in motels. The joy I  _x000D_
got was from the feedom I felt and the real beauty of the  _x000D_
country."
4649,5115,joy,"Last year I passed the B.A exams in Psychology in which I stood first  _x000D_
in my class.  Thus I got the first prize from the college.  I was  _x000D_
most happy to tell all this to my parents and friends."
4651,3214,fear,"At night when I was alone at home (all the family members usually  _x000D_
get together at that time) someone knocked vigorously on the  _x000D_
door."
4652,2280,fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer  _x000D_
hunter"")"
4656,2481,fear,"I had a driver licence but I didn't drive for a long time, than I  _x000D_
started to drive again, and had to get into hard transit and  _x000D_
highways."
4660,4334,joy,When my 6 month old son is happy and well.
4663,4419,joy,"I started a new branch of studies after having failed a former  _x000D_
one.  When I got back my exam papers I was very happy to know  _x000D_
that I almost had full marks."
4665,4935,joy,"When my uncle gave me my first year's results.  I opened the  _x000D_
envelope and my eyes ran into two ""B+"" - in EC110 and M160, this  _x000D_
meant that I had qualified for a major in economics."
4668,4825,joy,"When it appeared that I was not pregnant when I was several weeks  _x000D_
overtime."
4672,4550,joy,"Winning a tight tennis match. One set to play, and the team was  _x000D_
behind by 3 games. We won the last set 6-2 and won the match by a  _x000D_
game."
4673,5011,joy,When I got the scholarship letter from Australia.
4677,4344,joy,I was very happy when I got an attractive Summer job.
4683,5270,joy,Finding out that I am not ill (not seriously).
4686,4356,joy,When my love for a guy was returned.
4687,3044,fear,"I was moving in the graveyard at 6.00 pm one day and was griped  _x000D_
by fear because I was told that ghosts detain people moving there  _x000D_
at night."
4692,2961,fear,"When  first came to CAL I went to a rally on Sproul and I later  _x000D_
learned that the rally was conducted by the Moonie cult. They  _x000D_
were taking pictures at the rally, so I was afraid that they  _x000D_
would circulate the pictures and then kidnap people. I did not  _x000D_
know how the cult worked. I was scared."
4703,4418,joy,"My mother, sister and I were thinking about old times, our  _x000D_
childhood, and we had a very happy time."
4704,5306,joy,Watching China winning the Asian Olympic games.
4707,2782,fear,"We were walking in the park at night.  It was very dark and very  _x000D_
late.  We began to hear foot steps all around us, and we could  _x000D_
not find our way out."
4708,5059,joy,"At a party in which I met an interesting female. We enjoyed  _x000D_
eachothers company, while slow dacing."
4711,4882,joy,When I passed the university entrance exam.
4717,5002,joy,"I received a grade above average on a midterm (chemistry) and I  _x000D_
expected onevery below average."
4721,5063,joy,"I received an unexpected B+ on an engineering midterm. I did not  _x000D_
study nearly as much as I should have and it was a difficult  _x000D_
test."
4723,2884,fear,When going to the exam.
4725,5356,joy,"One night, my boyfriend expressed his love for me in the canteen in  _x000D_
the presence of my friends by giving me a present."
